model,model_variant,latent_dim,split,level,side,field_type,normalized_mse,normalized_mae,original_mae
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,1,bid,price,1.890340805053711,0.0853031650185585,0.0076841576956212
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,1,ask,price,1.8885473012924197,0.0855855718255043,0.0077192913740873
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,1,bid,volume,1.1079959869384766,0.4904475510120392,0.6591027975082397
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,1,ask,volume,1.2823326587677002,0.8004569411277771,0.2677606046199798
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,2,bid,price,1.3787490129470823,0.1530033499002456,0.060911126434803
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,2,ask,price,1.378808617591858,0.1530227065086364,0.0611187368631362
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,2,bid,volume,0.5145628452301025,0.377651959657669,0.686360239982605
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,2,ask,volume,0.990726351737976,0.6456475257873535,0.1833579093217849
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,3,bid,price,1.3787294626235962,0.1530121117830276,0.060848668217659
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,3,ask,price,1.3788281679153442,0.1530139744281768,0.0611811950802803
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,3,bid,volume,0.4242081642150879,0.3415449857711792,0.6080211400985718
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,3,ask,volume,1.004547357559204,0.6413735151290894,0.1937305927276611
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,4,bid,price,1.3787095546722412,0.1530208736658096,0.0607862025499343
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,4,ask,price,1.378847599029541,0.1530052721500396,0.0612436607480049
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,4,bid,volume,0.4385292530059814,0.3566070795059204,0.5636416077613831
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,4,ask,volume,0.9602254629135132,0.560226559638977,0.1802753806114196
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,5,bid,price,1.3786897659301758,0.1530296802520752,0.0607237219810485
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,5,ask,price,1.3788671493530271,0.1529965996742248,0.0613061375916004
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,5,bid,volume,0.7289040684700012,0.4662276208400726,0.6159672141075134
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,5,ask,volume,1.067003607749939,0.6315038204193115,0.2062897682189941
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,6,bid,price,1.3786698579788208,0.1530384868383407,0.0606612637639045
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,6,ask,price,1.3788864612579346,0.1529879122972488,0.0613685958087444
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,6,bid,volume,0.6231712698936462,0.4888526201248169,0.3933015763759613
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,6,ask,volume,1.0996668338775637,0.6251678466796875,0.2233653366565704
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,7,bid,price,1.3786499500274658,0.1530473083257675,0.0605988018214702
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,7,ask,price,1.3789058923721311,0.1529792845249176,0.0614310689270496
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,7,bid,volume,0.9896477460861206,0.5919874906539917,0.3933524191379547
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,7,ask,volume,1.1854894161224363,0.6105226278305054,0.2373412996530532
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,8,bid,price,1.3786299228668213,0.1530561596155166,0.0605363212525844
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,8,ask,price,1.3789252042770386,0.1529706269502639,0.0614935271441936
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,8,bid,volume,0.7594719529151917,0.4375506341457367,0.265338271856308
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,8,ask,volume,1.198610544204712,0.5953142046928406,0.2271440774202346
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,9,bid,price,1.3786098957061768,0.1530650556087494,0.060473870486021
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,9,ask,price,1.3789443969726562,0.1529620140790939,0.0615560002624988
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,9,bid,volume,1.1409388780593872,0.5705605745315552,0.2795173227787018
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,9,ask,volume,0.9784634113311768,0.4932529628276825,0.2208782583475113
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,10,bid,price,1.3785899877548218,0.1530738919973373,0.0604113973677158
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,10,ask,price,1.378963828086853,0.152953416109085,0.0616184622049331
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,10,bid,volume,1.0719826221466064,0.5905139446258545,0.2499382197856903
last_snapshot_repeat,last_snapshot_repeat@40,40.0,train,10,ask,volume,1.382001519203186,0.602340817451477,0.2143997251987457
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,1,bid,price,0.0023493145126849,0.0307416524738073,0.0027697207406163
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,1,ask,price,0.0020724311470985,0.0285763517022132,0.0025778515264391
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,1,bid,volume,0.0561080165207386,0.1717479526996612,0.2308094799518585
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,1,ask,volume,0.9913623929023744,0.7241952419281006,0.2422399669885635
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,2,bid,price,0.0001207620152854,0.0069604171440005,0.0027709486894309
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,2,ask,price,9.47920634644106e-05,0.0062453988939523,0.0024944581091403
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,2,bid,volume,0.045597244054079,0.1355592757463455,0.2463704943656921
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,2,ask,volume,0.6446532011032104,0.5554189085960388,0.1577316373586654
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,3,bid,price,0.0001210236077895,0.0069679575972259,0.002770947292447
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,3,ask,price,9.458888962399216e-05,0.0062386989593505,0.0024944706819951
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,3,bid,volume,0.0389551110565662,0.1223186329007148,0.2177529335021972
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,3,ask,volume,0.7171517014503479,0.5379404425621033,0.1625161617994308
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,4,bid,price,0.0001212867719004,0.0069755208678543,0.0027709482237696
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,4,ask,price,9.438564302399756e-05,0.0062319925054907,0.002494475338608
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,4,bid,volume,0.0513284765183925,0.1451209783554077,0.2293809056282043
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,4,ask,volume,0.4313655495643616,0.3875848352909088,0.1247133836150169
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,5,bid,price,0.0001215515949297,0.0069831456057727,0.002770967548713
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,5,ask,price,9.418250556336716e-05,0.0062252860516309,0.0024944741744548
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,5,bid,volume,0.1002259701490402,0.1987943947315216,0.2626371383666992
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,5,ask,volume,0.4559840261936188,0.3986245989799499,0.130263552069664
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,6,bid,price,0.0001218148245243,0.0069906921125948,0.0027709486894309
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,6,ask,price,9.397914254805072e-05,0.0062185558490455,0.0024944576434791
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,6,bid,volume,0.3378943502902984,0.3596515655517578,0.2893521189689636
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,6,ask,volume,0.4157793521881103,0.3913638591766357,0.1398813128471374
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,7,bid,price,0.00012207958207,0.0069982949644327,0.0027709454298019
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,7,ask,price,9.377786045661196e-05,0.0062118996866047,0.0024944653268903
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,7,bid,volume,0.844042956829071,0.5664175748825073,0.3763632178306579
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,7,ask,volume,0.6965545415878296,0.5366395115852356,0.2081976234912872
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,8,bid,price,0.0001223456638399,0.0070059061981737,0.0027709396090358
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,8,ask,price,9.357732051284984e-05,0.0062052477151155,0.0024944685865193
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,8,bid,volume,1.1720585823059082,0.6706026792526245,0.4066611528396606
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,8,ask,volume,0.710813581943512,0.5499857068061829,0.2097342759370803
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,9,bid,price,0.0001226141321239,0.0070135979913175,0.0027709591668099
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,9,ask,price,9.337799565400928e-05,0.0061986418440938,0.002494485117495
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,9,bid,volume,0.9479653835296632,0.5648840665817261,0.2767396569252014
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,9,ask,volume,0.6315031051635742,0.5215031504631042,0.2330358028411865
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,10,bid,price,0.0001228821056429,0.0070212534628808,0.0027709575369954
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,10,ask,price,9.317699004895984e-05,0.0061919568106532,0.0024944636970758
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,10,bid,volume,1.327256679534912,0.6712777614593506,0.2841369807720184
last_snapshot_repeat,last_snapshot_repeat@40,40.0,val,10,ask,volume,4.050228118896484,1.0241435766220093,0.3634173274040222
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,1,bid,price,0.0027115037664771,0.0371206551790237,0.0033441705163568
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,1,ask,price,0.0025249409954994,0.0352659560739994,0.0031810433138161
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,1,bid,volume,0.0352240949869155,0.1269219517707824,0.1705696880817413
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,1,ask,volume,1.6187806129455566,0.9452805519104004,0.3161814510822296
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,2,bid,price,0.0001384934730594,0.0083861984312534,0.0033385267015546
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,2,ask,price,0.0001260976714547,0.0078732660040259,0.003144611371681
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,2,bid,volume,0.0212252456694841,0.1050418391823768,0.190906748175621
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,2,ask,volume,1.0738816261291504,0.6818836331367493,0.193632885813713
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,3,bid,price,0.0001387949014315,0.0083953263238072,0.0033385420683771
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,3,ask,price,0.0001258247793884,0.0078647388145327,0.0031445955391973
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,3,bid,volume,0.0345273576676845,0.1276677250862121,0.2272833585739135
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,3,ask,volume,0.7503082752227783,0.588993489742279,0.1779082864522934
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,4,bid,price,0.0001390966208418,0.0084044625982642,0.0033385523129254
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,4,ask,price,0.0001255541719729,0.00785628054291,0.0031445997301489
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,4,bid,volume,0.0601491592824459,0.1688266843557357,0.2668512165546417
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,4,ask,volume,1.199112057685852,0.7529491186141968,0.2421607971191406
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,5,bid,price,0.0001393977145198,0.0084135364741086,0.0033385301940143
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,5,ask,price,0.0001252841902896,0.0078478353098034,0.0031446025241166
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,5,bid,volume,0.1122508123517036,0.2391965240240097,0.3160103857517242
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,5,ask,volume,1.6429132223129272,0.8742806315422058,0.2853794693946838
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,6,bid,price,0.0001397008600179,0.0084226764738559,0.0033385267015546
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,6,ask,price,0.0001250168425031,0.0078394720330834,0.0031446299981325
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,6,bid,volume,0.2974804639816284,0.3959841728210449,0.3185418248176574
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,6,ask,volume,2.168645143508911,1.0517892837524414,0.3756891787052154
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,7,bid,price,0.0001400062465108,0.0084318835288286,0.0033385420683771
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,7,ask,price,0.0001247478212462,0.0078310100361704,0.003144611371681
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,7,bid,volume,0.6677761673927307,0.5663555860519409,0.376273363828659
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,7,ask,volume,1.1282528638839722,0.7401770949363708,0.2886321246623993
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,8,bid,price,0.0001403119094902,0.0084410980343818,0.0033385523129254
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,8,ask,price,0.0001244798186235,0.0078225918114185,0.0031446025241166
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,8,bid,volume,1.6586785316467283,0.9476901888847352,0.574658215045929
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,8,ask,volume,1.626742243766785,0.9165637493133544,0.3503507971763611
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,9,bid,price,0.0001406165392836,0.008450242690742,0.0033385271672159
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,9,ask,price,0.0001242134167114,0.0078142201527953,0.0031446053180843
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,9,bid,volume,3.1192739009857178,1.2705180644989014,0.6223872303962708
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,9,ask,volume,1.4473161697387695,0.8635173439979553,0.3881765305995941
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,10,bid,price,0.0001409237738698,0.0084594627842307,0.003338523209095
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,10,ask,price,0.0001239490666193,0.0078059211373329,0.0031446302309632
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,10,bid,volume,5.393191337585449,1.5727434158325195,0.6654913425445557
last_snapshot_repeat,last_snapshot_repeat@40,40.0,test,10,ask,volume,2.4425954818725586,1.0958380699157717,0.3938191533088684
pca,pca@8,8.0,train,1,bid,price,0.921949565410614,0.1511280536651611,0.013611052185297
pca,pca@8,8.0,train,1,ask,price,0.9206209182739258,0.1511340290307998,0.0136286541819572
pca,pca@8,8.0,train,1,bid,volume,0.6684821248054504,0.5273849368095398,0.708750307559967
pca,pca@8,8.0,train,1,ask,volume,0.850010097026825,0.7434205412864685,0.2486140578985214
pca,pca@8,8.0,train,2,bid,price,0.1148342415690422,0.0839592739939689,0.0334231741726398
pca,pca@8,8.0,train,2,ask,price,0.1148712560534477,0.0839967206120491,0.0335477888584136
pca,pca@8,8.0,train,2,bid,volume,0.4030312895774841,0.4564926624298095,0.829639196395874
pca,pca@8,8.0,train,2,ask,volume,0.6253044605255127,0.603218138217926,0.171270340681076
pca,pca@8,8.0,train,3,bid,price,0.1148326843976974,0.0839594900608062,0.0333870686590671
pca,pca@8,8.0,train,3,ask,price,0.1148727759718895,0.0839964896440506,0.0335839018225669
pca,pca@8,8.0,train,3,bid,volume,0.2408100515604019,0.3614492416381836,0.6435586214065552
pca,pca@8,8.0,train,3,ask,volume,0.5513063669204712,0.5826342701911926,0.1759115159511566
pca,pca@8,8.0,train,4,bid,price,0.1148311272263526,0.0839597061276435,0.0333509594202041
pca,pca@8,8.0,train,4,ask,price,0.1148742884397506,0.0839962810277938,0.0336200259625911
pca,pca@8,8.0,train,4,bid,volume,0.2486459016799926,0.3647648990154266,0.5766240954399109
pca,pca@8,8.0,train,4,ask,volume,0.4666195213794708,0.4750524461269378,0.1525524258613586
pca,pca@8,8.0,train,5,bid,price,0.1148295477032661,0.0839599594473838,0.0333148762583732
pca,pca@8,8.0,train,5,ask,price,0.114875815808773,0.0839960724115371,0.033656146377325
pca,pca@8,8.0,train,5,bid,volume,0.3577486276626587,0.4484202861785888,0.5923608541488647
pca,pca@8,8.0,train,5,ask,volume,0.6060404777526855,0.5965121388435364,0.194400668144226
pca,pca@8,8.0,train,6,bid,price,0.1148279979825019,0.0839601978659629,0.0332787819206714
pca,pca@8,8.0,train,6,ask,price,0.1148773282766342,0.0839958861470222,0.0336922742426395
pca,pca@8,8.0,train,6,bid,volume,0.4333029985427856,0.5054413080215454,0.4064670503139496
pca,pca@8,8.0,train,6,ask,volume,0.6225213408470154,0.6179097294807434,0.2205031663179397
pca,pca@8,8.0,train,7,bid,price,0.1148264184594154,0.083960473537445,0.0332427024841308
pca,pca@8,8.0,train,7,ask,price,0.1148788481950759,0.0839957296848297,0.0337284170091152
pca,pca@8,8.0,train,7,bid,volume,0.6509931683540344,0.6414892673492432,0.4261654615402221
pca,pca@8,8.0,train,7,ask,volume,0.6406866908073425,0.6330499053001404,0.2478071451187133
pca,pca@8,8.0,train,8,bid,price,0.11482485383749,0.0839607641100883,0.0332066267728805
pca,pca@8,8.0,train,8,ask,price,0.1148803606629371,0.0839955881237983,0.0337645597755909
pca,pca@8,8.0,train,8,bid,volume,0.3396839797496795,0.394496887922287,0.2391923815011978
pca,pca@8,8.0,train,8,ask,volume,0.6618378162384033,0.6310091614723206,0.2425551861524582
pca,pca@8,8.0,train,9,bid,price,0.1148232668638229,0.0839610546827316,0.0331705547869205
pca,pca@8,8.0,train,9,ask,price,0.1148818731307983,0.0839954614639282,0.0338007174432277
pca,pca@8,8.0,train,9,bid,volume,0.5673213005065918,0.5512180924415588,0.2699668407440185
pca,pca@8,8.0,train,9,ask,volume,0.5462192893028259,0.4810653030872345,0.2178529649972915
pca,pca@8,8.0,train,10,bid,price,0.1148217171430587,0.0839613825082779,0.0331344977021217
pca,pca@8,8.0,train,10,ask,price,0.1148833930492401,0.083995334804058,0.0338368713855743
pca,pca@8,8.0,train,10,bid,volume,0.4633870124816894,0.5084812641143799,0.2150786072015762
pca,pca@8,8.0,train,10,ask,volume,0.631916880607605,0.540524959564209,0.1965202838182449
pca,pca@8,8.0,val,1,bid,price,0.0198581665754318,0.1207204014062881,0.0108721004799008
pca,pca@8,8.0,val,1,ask,price,0.0192169547080993,0.1181271821260452,0.0106518315151333
pca,pca@8,8.0,val,1,bid,volume,0.2331640571355819,0.4087390601634979,0.5493009686470032
pca,pca@8,8.0,val,1,ask,volume,0.7002769708633423,0.6829999089241028,0.2284073829650879
pca,pca@8,8.0,val,2,bid,price,0.0033555030822753,0.0445914454758167,0.0177515223622322
pca,pca@8,8.0,val,2,ask,price,0.0033754028845578,0.0447639413177967,0.0178786627948284
pca,pca@8,8.0,val,2,bid,volume,0.1218020692467689,0.2940398156642914,0.5343939065933228
pca,pca@8,8.0,val,2,ask,volume,1.284681797027588,0.9036062955856324,0.2565497756004333
pca,pca@8,8.0,val,3,bid,price,0.0033538884017616,0.0445801056921482,0.0177277941256761
pca,pca@8,8.0,val,3,ask,price,0.0033770345617085,0.0447756424546241,0.017902635037899
pca,pca@8,8.0,val,3,bid,volume,0.1559720039367675,0.3382952511310577,0.6023576259613037
pca,pca@8,8.0,val,3,ask,volume,0.7230277061462402,0.5715227723121643,0.1725457906723022
pca,pca@8,8.0,val,4,bid,price,0.0033522872254252,0.0445689670741558,0.0177041497081518
pca,pca@8,8.0,val,4,ask,price,0.0033786734566092,0.0447873845696449,0.0179266352206468
pca,pca@8,8.0,val,4,bid,volume,0.1655578762292862,0.3622593879699707,0.572654664516449
pca,pca@8,8.0,val,4,ask,volume,0.3448734879493713,0.4471723735332489,0.1435936838388443
pca,pca@8,8.0,val,5,bid,price,0.003350674174726,0.0445576235651969,0.0176804438233375
pca,pca@8,8.0,val,5,ask,price,0.0033802876714617,0.0447989925742149,0.0179505906999111
pca,pca@8,8.0,val,5,bid,volume,0.1297990381717682,0.2948141396045685,0.3894604742527008
pca,pca@8,8.0,val,5,ask,volume,0.4197940230369568,0.5436540842056274,0.1771145313978195
pca,pca@8,8.0,val,6,bid,price,0.0033490613568574,0.0445464178919792,0.0176567938178777
pca,pca@8,8.0,val,6,ask,price,0.0033819132950156,0.0448106899857521,0.0179745908826589
pca,pca@8,8.0,val,6,bid,volume,0.2828809022903442,0.4273127615451813,0.3435827493667602
pca,pca@8,8.0,val,6,ask,volume,0.3073091804981231,0.4460271596908569,0.1591635793447494
pca,pca@8,8.0,val,7,bid,price,0.0033474611118435,0.0445353016257286,0.0176331922411918
pca,pca@8,8.0,val,7,ask,price,0.0033835442736744,0.0448224730789661,0.0179986394941806
pca,pca@8,8.0,val,7,bid,volume,0.6863096952438354,0.7360678315162659,0.4889676570892334
pca,pca@8,8.0,val,7,ask,volume,0.8341063857078552,0.7882329821586609,0.3081608414649963
pca,pca@8,8.0,val,8,bid,price,0.003345833858475,0.0445238724350929,0.0176094770431518
pca,pca@8,8.0,val,8,ask,price,0.003385160351172,0.0448341257870197,0.0180226434022188
pca,pca@8,8.0,val,8,bid,volume,0.5949127674102783,0.6887023448944092,0.4175751507282257
pca,pca@8,8.0,val,8,ask,volume,0.6700562238693237,0.59429532289505,0.2281553447246551
pca,pca@8,8.0,val,9,bid,price,0.003344202414155,0.0445125326514244,0.0175858065485954
pca,pca@8,8.0,val,9,ask,price,0.0033867822494357,0.0448457188904285,0.0180466324090957
pca,pca@8,8.0,val,9,bid,volume,0.803172767162323,0.7527022361755371,0.3686606585979461
pca,pca@8,8.0,val,9,ask,volume,0.6547569036483765,0.6992359161376953,0.3159210681915283
pca,pca@8,8.0,val,10,bid,price,0.0033425781875848,0.0445012860000133,0.0175621826201677
pca,pca@8,8.0,val,10,ask,price,0.0033884032163769,0.0448574535548687,0.0180706903338432
pca,pca@8,8.0,val,10,bid,volume,1.1638213396072388,0.9192989468574524,0.3888688683509826
pca,pca@8,8.0,val,10,ask,volume,3.451491594314575,1.0802311897277832,0.3878570199012756
pca,pca@8,8.0,test,1,bid,price,0.042506031692028,0.1606020629405975,0.0144610563293099
pca,pca@8,8.0,test,1,ask,price,0.0435362756252288,0.1629639714956283,0.0146920653060078
pca,pca@8,8.0,test,1,bid,volume,0.1321176588535308,0.2591149806976318,0.348222941160202
pca,pca@8,8.0,test,1,ask,volume,1.6227939128875732,1.1229490041732788,0.3755131065845489
pca,pca@8,8.0,test,2,bid,price,0.0266049932688474,0.1273925453424453,0.0507141947746276
pca,pca@8,8.0,test,2,ask,price,0.0264179166406393,0.1269378811120987,0.0506990104913711
pca,pca@8,8.0,test,2,bid,volume,0.3448260128498077,0.5481730103492737,0.9962604641914368
pca,pca@8,8.0,test,2,ask,volume,0.5514726042747498,0.5356003642082214,0.1520604342222213
pca,pca@8,8.0,test,3,bid,price,0.0265990328043699,0.1273784041404724,0.0506536625325679
pca,pca@8,8.0,test,3,ask,price,0.0264239907264709,0.1269521415233612,0.0507594272494316
pca,pca@8,8.0,test,3,bid,volume,0.1613188982009887,0.3611367046833038,0.6429634690284729
pca,pca@8,8.0,test,3,ask,volume,0.6996636390686035,0.5866991877555847,0.1770786195993423
pca,pca@8,8.0,test,4,bid,price,0.0265931151807308,0.1273645311594009,0.0505932569503784
pca,pca@8,8.0,test,4,ask,price,0.0264300890266895,0.1269664615392685,0.0508198738098144
pca,pca@8,8.0,test,4,bid,volume,0.0706071481108665,0.2223993390798568,0.3515695035457611
pca,pca@8,8.0,test,4,ask,volume,0.6263272166252136,0.5725246667861938,0.1836963444948196
pca,pca@8,8.0,test,5,bid,price,0.0265871696174144,0.1273504197597503,0.0505327545106411
pca,pca@8,8.0,test,5,ask,price,0.0264360830187797,0.1269806027412414,0.0508802719414234
pca,pca@8,8.0,test,5,bid,volume,0.0768914297223091,0.2221181839704513,0.2934105396270752
pca,pca@8,8.0,test,5,ask,volume,2.064344644546509,1.2708361148834229,0.4137299954891205
pca,pca@8,8.0,test,6,bid,price,0.0265811644494533,0.1273363828659057,0.0504722967743873
pca,pca@8,8.0,test,6,ask,price,0.0264420881867408,0.1269947588443756,0.0509406886994838
pca,pca@8,8.0,test,6,bid,volume,0.7648459076881409,0.7763826847076416,0.62419193983078
pca,pca@8,8.0,test,6,ask,volume,1.2912760972976685,1.0276553630828855,0.3667455613613128
pca,pca@8,8.0,test,7,bid,price,0.0265752747654914,0.1273225396871566,0.0504119284451007
pca,pca@8,8.0,test,7,ask,price,0.026448143646121,0.1270090639591217,0.0510011613368988
pca,pca@8,8.0,test,7,bid,volume,1.6772438287734983,1.1453648805618286,0.7608570456504822
pca,pca@8,8.0,test,7,ask,volume,0.7643553614616394,0.701248049736023,0.2748610079288482
pca,pca@8,8.0,test,8,bid,price,0.0265692230314016,0.127308189868927,0.0503513775765895
pca,pca@8,8.0,test,8,ask,price,0.0264541320502758,0.127023160457611,0.0510615780949592
pca,pca@8,8.0,test,8,bid,volume,0.8450438380241394,0.8430386185646057,0.5111596584320068
pca,pca@8,8.0,test,8,ask,volume,1.229752540588379,0.8515865206718445,0.3267137706279754
pca,pca@8,8.0,test,9,bid,price,0.0265631824731826,0.1272939443588256,0.0502908788621425
pca,pca@8,8.0,test,9,ask,price,0.0264601688832044,0.1270372867584228,0.0511220134794712
pca,pca@8,8.0,test,9,bid,volume,1.671033263206482,1.1479899883270264,0.5622411370277405
pca,pca@8,8.0,test,9,ask,volume,1.1594799757003784,0.8783383965492249,0.3972519040107727
pca,pca@8,8.0,test,10,bid,price,0.02655715867877,0.1272797733545303,0.0502304174005985
pca,pca@8,8.0,test,10,ask,price,0.026466129347682,0.1270514875650406,0.0511824823915958
pca,pca@8,8.0,test,10,bid,volume,2.941445827484131,1.595994234085083,0.6751511096954346
pca,pca@8,8.0,test,10,ask,volume,1.3760228157043457,1.0904823541641235,0.395812451839447
pca,pca@16,16.0,train,1,bid,price,0.8612017035484314,0.151873841881752,0.0136785469949245
pca,pca@16,16.0,train,1,ask,price,0.8598368167877197,0.1517236083745956,0.0136821577325463
pca,pca@16,16.0,train,1,bid,volume,0.5025155544281006,0.4209418594837188,0.5657016634941101
pca,pca@16,16.0,train,1,ask,volume,0.5693867206573486,0.597042977809906,0.1996540129184723
pca,pca@16,16.0,train,2,bid,price,0.0564473122358322,0.0478095337748527,0.0190323740243911
pca,pca@16,16.0,train,2,ask,price,0.0564800351858139,0.0478171072900295,0.0190978441387414
pca,pca@16,16.0,train,2,bid,volume,0.2491165250539779,0.3296511769294739,0.5991145372390747
pca,pca@16,16.0,train,2,ask,volume,0.4711493253707886,0.4902501106262207,0.1391989141702652
pca,pca@16,16.0,train,3,bid,price,0.0564461797475814,0.047805767506361,0.0190102700144052
