run_id,split_protocol,seed,model_family,model_or_variant,feature_source,input_dim,latent_dim,compression_ratio,selection_basis,uses_validation_for_selection,uses_test_for_selection,is_oracle_reference,test_accuracy,test_balanced_accuracy,test_macro_f1,test_mcc,test_log_loss,test_opposite_direction_rate,n_train,n_val,n_test,delta_macro_f1_vs_raw_tuned_within_run,delta_mcc_vs_raw_tuned_within_run,delta_macro_f1_vs_majority_within_run
random_window_naive_seed46,random_window_naive,46,raw_window_logistic,raw_window_logistic_test_oracle,raw_window_flattened,4000,,,test_macro_f1_oracle_C=1,False,True,True,0.4991319444444444,0.5016780869842559,0.44546726075809623,0.21844364758675006,1.022836329975785,0.25066666666666665,5600,1200,1152,0.0006431438160389158,0.0014923534823425844,0.1769343421474171
random_window_naive_seed46,random_window_naive,46,frozen_latent_head,reconstruction_best_latent_head,frozen_reconstruction_latent,128,128.0,31.25,reconstruction_best_test_normalized_mse:pca@128,False,True,True,0.4704861111111111,0.44395367693797017,0.4019953518926176,0.1632019041883603,1.0300386911210113,0.32,5600,1200,1152,-0.04282876504943972,-0.05374938991604716,0.13346243328193846
random_window_naive_seed46,random_window_naive,46,frozen_latent_head,validation_selected_latent_head,frozen_reconstruction_latent,40,40.0,100.0,validation_macro_f1_tie_mcc_log_loss_latent_dim_lexical:last_snapshot_repeat@40,True,False,False,0.5251736111111112,0.6191488023095125,0.5040079173888469,0.33928209728954734,0.958686315531404,0.184,5600,1200,1152,0.05918380044678956,0.12233080318513986,0.23547499877816774
random_window_naive_seed46,random_window_naive,46,frozen_latent_head,test_posthoc_best_latent_head,frozen_reconstruction_latent,40,40.0,100.0,posthoc_best_test_macro_f1:last_snapshot_repeat@40,False,True,True,0.5251736111111112,0.6191488023095125,0.5040079173888469,0.33928209728954734,0.958686315531404,0.184,5600,1200,1152,0.05918380044678956,0.12233080318513986,0.23547499877816774
random_block_purged_seed46,random_block_purged,46,baseline,majority,raw_window_flattened,4000,,,train_majority_class,False,False,False,0.6006493506493507,0.3333333333333333,0.2501690331304936,0.0,0.9618703412091212,0.0,5704,924,924,-0.18016067374530426,-0.1921411159996383,0.0
random_block_purged_seed46,random_block_purged,46,raw_window_logistic,raw_window_logistic_untuned,raw_window_flattened,4000,,,fixed_C_1,False,False,False,0.44805194805194803,0.47994594276984553,0.43032970687579786,0.1921411159996383,1.1211860052884763,0.26287262872628725,5704,924,924,0.0,0.0,0.18016067374530426
random_block_purged_seed46,random_block_purged,46,raw_window_logistic,raw_window_logistic_tuned,raw_window_flattened,4000,,,validation_macro_f1_tie_mcc_log_loss_C=10,True,False,False,0.44805194805194803,0.47994594276984553,0.43032970687579786,0.1921411159996383,1.1211722748937198,0.26287262872628725,5704,924,924,0.0,0.0,0.18016067374530426
random_block_purged_seed46,random_block_purged,46,raw_window_logistic,raw_window_logistic_test_oracle,raw_window_flattened,4000,,,test_macro_f1_oracle_C=0.01,False,True,True,0.4588744588744589,0.49685184920510145,0.4431574166783692,0.21274939774974674,1.1106258811166734,0.25203252032520324,5704,924,924,0.012827709802571363,0.020608281750108454,0.19298838354787562
random_block_purged_seed46,random_block_purged,46,frozen_latent_head,reconstruction_best_latent_head,frozen_reconstruction_latent,128,128.0,31.25,reconstruction_best_test_normalized_mse:pca@128,False,True,True,0.39935064935064934,0.40458263657629073,0.3719750741665884,0.11520501229459719,1.109791948358906,0.3685636856368564,5704,924,924,-0.05835463270920943,-0.0769361037050411,0.12180604103609483
random_block_purged_seed46,random_block_purged,46,frozen_latent_head,validation_selected_latent_head,frozen_reconstruction_latent,40,40.0,100.0,validation_macro_f1_tie_mcc_log_loss_latent_dim_lexical:last_snapshot_repeat@40,True,False,False,0.43073593073593075,0.5380012482074883,0.43418888776245607,0.24632513170419967,1.075919631343422,0.2140921409214092,5704,924,924,0.003859180886658209,0.054184015704561383,0.18401985463196247
random_block_purged_seed46,random_block_purged,46,frozen_latent_head,test_posthoc_best_latent_head,frozen_reconstruction_latent,40,40.0,100.0,posthoc_best_test_macro_f1:last_snapshot_repeat@40,False,True,True,0.43073593073593075,0.5380012482074883,0.43418888776245607,0.24632513170419967,1.075919631343422,0.2140921409214092,5704,924,924,0.003859180886658209,0.054184015704561383,0.18401985463196247
